Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Unnamed: 6,Student Name
3,83,Yes,4,8,63,,Jacob Mathew
9,83,No,6,4,82,,Jasleen Bajwa
5,86,Yes,7,6,73,,Kirandeep Grewal
6,99,No,7,6,86,,Ayesha Fatima
2,78,Yes,4,2,56,,Isha Saxena
8,98,No,6,7,94,,Lakshya Verma
9,75,No,9,0,74,,Harnoor Brar
2,60,No,4,3,37,,Imran Qureshi
6,80,Yes,6,9,69,,Harleen Kaur
6,93,Yes,5,3,79,,Sana Qureshi
8,87,Yes,9,1,83,,Jacob Mathew
5,65,Yes,6,5,50,,Rachel Pinto
9,52,No,4,0,47,,Meher Jahan
1,75,Yes,8,2,53,,Vivaan Mehta
9,63,Yes,7,8,62,,Lakshya Verma
7,80,Yes,4,9,75,,Ishaan Tripathi
4,65,No,6,5,48,,Simran Kaur
3,60,Yes,9,1,40,,Hannah Daniel
6,57,Yes,9,8,45,,Aarav Sharma
1,54,No,6,1,27,,Nathan Gomes
3,54,No,7,6,32,,Sarah Joseph
2,45,No,4,0,20,,Khushi Rathi
9,82,No,9,4,80,,Zayan Ali
3,70,No,9,6,51,,Harsimran Gill
2,67,No,8,2,44,,Kirandeep Grewal
4,47,No,5,3,29,,Navneet Dhillon
2,68,Yes,8,4,46,,Manvir Sandhu
1,60,No,5,2,37,,Grace DCosta
6,56,No,9,5,44,,John DSouza
8,95,No,5,2,90,,Riya Sharma
2,96,No,4,7,75,,Ananya Joshi
9,88,No,9,6,84,,Ayaan Khan
3,63,Yes,9,0,44,,Eliza Francis
8,97,Yes,5,1,91,,Harleen Kaur
8,99,Yes,6,3,94,,Ethan Paul
3,89,Yes,5,4,69,,Jasleen Bajwa
3,75,Yes,5,9,57,,Faizan Ahmad
6,70,Yes,7,3,55,,Rehan Siddiqui
1,86,Yes,7,3,61,,Imran Qureshi
4,73,No,4,8,54,,Hina Parveen
1,41,No,4,3,12,,Isha Saxena
3,81,No,6,3,62,,Saanvi Patel
9,42,No,7,3,40,,Harnoor Brar
5,69,No,8,1,57,,Gurpreet Bedi
5,47,No,4,7,33,,Aaron Fernandes
4,91,Yes,4,3,71,,Ayesha Fatima
3,46,No,7,4,26,,Arjun Singh
5,51,No,7,7,39,,Krish Choudhary
4,97,No,6,3,74,,Zoya Khan
8,58,Yes,7,4,56,,Ethan Paul
4,65,Yes,5,4,45,,Harnoor Brar
8,67,Yes,9,5,61,,Rachel Pinto
6,54,No,8,6,45,,Aaron Fernandes
5,53,No,9,2,43,,Ananya Joshi
4,87,No,5,9,68,,Nathan Gomes
4,98,Yes,5,2,79,,Ishaan Tripathi
4,53,Yes,9,8,40,,Jacob Mathew
9,42,No,5,0,37,,Kirandeep Grewal
4,89,Yes,4,9,72,,Hannah Daniel
9,68,No,9,7,67,,Ayaan Khan
6,99,Yes,5,9,93,,Zayan Ali
7,93,Yes,4,2,85,,Krish Choudhary
3,45,Yes,7,4,26,,Gurpreet Bedi
8,88,No,8,2,84,,Arjun Singh
3,62,Yes,8,9,45,,Navneet Dhillon
1,67,No,5,0,41,,John DSouza
5,53,No,8,9,39,,Ayesha Fatima
2,53,No,4,4,28,,Manvir Sandhu
6,59,Yes,7,7,48,,Grace DCosta
9,52,Yes,5,4,46,,Zoya Khan
1,66,Yes,6,3,38,,Sarah Joseph
4,99,No,9,8,87,,Harleen Kaur
1,74,Yes,8,0,50,,Sana Qureshi
1,84,Yes,8,4,63,,Isha Saxena
8,95,No,5,0,89,,Rehan Siddiqui
2,41,No,9,5,19,,Vivaan Mehta
1,80,No,9,9,56,,Meher Jahan
8,84,Yes,8,8,82,,Harsimran Gill
4,79,Yes,8,1,60,,Simran Kaur
3,87,No,6,3,67,,Khushi Rathi
4,63,Yes,9,7,50,,Eliza Francis
5,68,No,4,2,52,,Imran Qureshi
1,42,Yes,5,6,17,,Lakshya Verma
1,84,No,5,6,61,,Riya Sharma
3,43,Yes,6,1,22,,Aarav Sharma
6,89,No,6,9,79,,Faizan Ahmad
1,41,No,4,3,15,,Jasleen Bajwa
2,59,No,7,0,34,,Hina Parveen
7,93,Yes,5,7,83,,Saanvi Patel
1,92,Yes,9,9,71,,Meher Jahan
7,54,Yes,8,9,47,,Rachel Pinto
4,88,No,4,8,70,,Sarah Joseph
6,71,No,5,0,58,,Aaron Fernandes
8,81,No,9,6,74,,Vivaan Mehta
9,40,No,4,0,34,,Rehan Siddiqui
6,77,No,7,0,66,,Isha Saxena
9,74,No,9,8,73,,Zoya Khan
4,90,No,5,9,72,,Hina Parveen
6,46,No,8,9,34,,Kirandeep Grewal
8,84,No,9,5,80,,Sana Qureshi
9,52,Yes,5,0,49,,Gurpreet Bedi
3,88,No,4,6,69,,Manvir Sandhu
2,40,Yes,7,2,16,,Harnoor Brar
6,53,No,9,9,46,,Harleen Kaur
4,68,Yes,4,3,50,,Khushi Rathi
1,97,No,4,3,67,,Ishaan Tripathi
8,42,Yes,6,7,37,,Lakshya Verma
9,85,No,4,0,78,,Ayaan Khan
9,63,No,9,7,62,,Eliza Francis
2,40,No,7,8,18,,Riya Sharma
9,87,Yes,8,6,83,,Hannah Daniel
7,49,No,6,0,42,,Navneet Dhillon
5,52,Yes,4,6,36,,Saanvi Patel
7,75,Yes,9,5,64,,Nathan Gomes
9,48,Yes,5,4,47,,Ananya Joshi
8,53,Yes,6,4,48,,Arjun Singh
6,75,Yes,7,0,63,,Grace DCosta
4,49,No,5,5,31,,Faizan Ahmad
1,79,Yes,7,3,54,,Ethan Paul
6,62,Yes,5,0,46,,Jacob Mathew
3,74,Yes,8,7,53,,Harsimran Gill
6,94,Yes,7,7,86,,Jasleen Bajwa
6,46,No,5,3,34,,Aarav Sharma
4,81,No,7,6,66,,Zayan Ali
2,74,No,6,2,53,,Krish Choudhary
9,41,Yes,7,7,32,,Ayesha Fatima
2,54,Yes,9,6,32,,John DSouza
3,48,Yes,7,4,26,,Simran Kaur
1,86,No,5,4,59,,Imran Qureshi
7,56,Yes,7,8,45,,Aaron Fernandes
1,78,No,8,5,54,,Faizan Ahmad
9,91,Yes,4,5,89,,Imran Qureshi
1,57,Yes,6,1,35,,Navneet Dhillon
5,54,No,9,4,40,,Hannah Daniel
7,57,Yes,5,3,49,,Harleen Kaur
3,63,No,7,9,46,,John DSouza
9,62,Yes,7,2,63,,Kirandeep Grewal
8,51,No,7,8,43,,Zayan Ali
3,62,Yes,6,6,44,,Ayaan Khan
5,60,Yes,9,3,48,,Jacob Mathew
7,65,Yes,4,8,53,,Sarah Joseph
4,47,Yes,8,8,32,,Vivaan Mehta
5,69,Yes,9,6,58,,Rachel Pinto
3,73,No,8,4,50,,Riya Sharma
9,41,No,9,8,39,,Sana Qureshi
9,44,Yes,5,6,41,,Harsimran Gill
7,70,No,4,8,61,,Aarav Sharma
2,72,No,4,2,49,,Jasleen Bajwa
7,93,No,6,8,84,,Hina Parveen
7,43,No,9,0,32,,Saanvi Patel
5,45,Yes,7,4,32,,Gurpreet Bedi
9,62,No,4,1,60,,Meher Jahan
3,84,No,9,0,67,,Nathan Gomes
4,58,Yes,7,2,46,,Arjun Singh
1,82,Yes,6,6,56,,Ishaan Tripathi
6,84,Yes,9,2,74,,Harnoor Brar
4,47,Yes,9,9,28,,Ananya Joshi
1,78,Yes,5,9,52,,Ethan Paul
2,52,Yes,9,8,28,,Krish Choudhary
3,40,Yes,5,2,18,,Eliza Francis
9,45,Yes,7,5,45,,Manvir Sandhu
8,46,No,7,1,41,,Simran Kaur
7,87,Yes,4,7,78,,Isha Saxena
4,66,No,6,9,48,,Lakshya Verma
1,54,Yes,5,4,26,,Ayesha Fatima
8,91,Yes,4,1,86,,Khushi Rathi
4,73,No,8,6,56,,Rehan Siddiqui
3,97,Yes,4,2,77,,Grace DCosta
9,96,Yes,7,4,95,,Zoya Khan
4,62,No,8,8,47,,Ayaan Khan
4,87,No,4,0,62,,Simran Kaur
9,88,No,9,1,87,,Arjun Singh
2,63,No,6,4,40,,Saanvi Patel
5,54,No,5,3,35,,Faizan Ahmad
4,74,No,9,0,60,,Harleen Kaur
9,43,Yes,8,6,41,,Rehan Siddiqui
5,83,Yes,6,8,67,,Isha Saxena
9,76,Yes,4,0,70,,Grace DCosta
9,56,Yes,9,7,55,,Aarav Sharma
2,70,Yes,7,8,54,,Meher Jahan
9,77,No,7,1,72,,Sana Qureshi
3,49,No,6,0,26,,Gurpreet Bedi
4,93,Yes,7,5,77,,Manvir Sandhu
1,89,No,5,6,67,,Navneet Dhillon
1,66,Yes,6,1,39,,Ishaan Tripathi
1,81,No,6,4,54,,Riya Sharma
9,45,Yes,7,4,43,,Jasleen Bajwa
8,95,Yes,6,6,89,,Imran Qureshi
5,45,Yes,4,0,28,,Vivaan Mehta
5,91,No,8,9,80,,Ethan Paul
9,54,No,9,7,51,,Nathan Gomes
3,43,Yes,8,4,23,,Ananya Joshi
3,96,No,9,2,79,,Kirandeep Grewal
7,87,Yes,7,8,77,,Rachel Pinto
9,93,Yes,5,2,89,,Eliza Francis
6,95,No,5,6,80,,Hannah Daniel
2,79,Yes,7,9,57,,Krish Choudhary
1,46,Yes,7,6,20,,Hina Parveen
2,90,Yes,6,9,68,,Harnoor Brar
1,97,No,5,7,71,,Harsimran Gill
9,88,Yes,8,9,88,,Lakshya Verma
8,92,Yes,7,7,85,,Zayan Ali
7,84,Yes,8,3,77,,Khushi Rathi
3,86,Yes,9,0,66,,John DSouza
8,65,No,8,3,61,,Zoya Khan
2,97,Yes,5,5,74,,Sarah Joseph
2,70,Yes,9,9,48,,Jacob Mathew
3,41,No,8,5,18,,Aaron Fernandes
7,67,No,6,5,59,,Ayesha Fatima
1,81,No,6,6,55,,Gurpreet Bedi
8,52,No,5,0,47,,Zayan Ali
7,57,No,6,9,52,,Riya Sharma
4,69,No,7,0,50,,Navneet Dhillon
5,94,Yes,9,6,77,,Ayaan Khan
1,50,Yes,5,3,25,,Manvir Sandhu
4,52,No,9,5,35,,Rehan Siddiqui
1,90,Yes,8,5,65,,Vivaan Mehta
1,63,No,7,8,40,,Khushi Rathi
1,96,Yes,5,1,70,,Ananya Joshi
7,68,No,8,3,61,,Nathan Gomes
7,95,No,8,3,89,,Kirandeep Grewal
4,93,Yes,8,6,77,,Isha Saxena
2,44,No,8,0,22,,Harleen Kaur
3,74,Yes,8,4,55,,Harsimran Gill
8,58,No,5,3,52,,Sarah Joseph
8,94,No,6,1,88,,Sana Qureshi
6,52,Yes,8,4,44,,Lakshya Verma
9,44,No,7,8,39,,Eliza Francis
9,83,Yes,5,7,80,,John DSouza
4,53,Yes,4,8,35,,Simran Kaur
1,77,Yes,6,6,52,,Ishaan Tripathi
1,61,Yes,7,9,34,,Ayesha Fatima
5,48,Yes,8,6,33,,Zoya Khan
2,88,No,5,1,64,,Rachel Pinto
6,79,No,5,2,65,,Meher Jahan
7,65,Yes,8,9,55,,Aarav Sharma
1,84,No,7,7,58,,Hina Parveen
6,44,Yes,5,1,29,,Grace DCosta
8,68,No,9,6,65,,Ethan Paul
5,93,Yes,6,5,80,,Krish Choudhary
7,61,No,7,9,55,,Harnoor Brar
6,88,Yes,8,3,78,,Arjun Singh
4,42,No,7,3,22,,Faizan Ahmad
7,67,Yes,9,2,53,,Saanvi Patel
9,77,Yes,7,5,77,,Jacob Mathew
7,53,No,4,2,41,,Aaron Fernandes
5,86,Yes,8,8,69,,Jasleen Bajwa
7,53,Yes,6,3,47,,Imran Qureshi
3,82,No,8,3,64,,Hannah Daniel
2,50,No,4,1,28,,Khushi Rathi
5,48,Yes,8,1,35,,Rachel Pinto
4,77,Yes,8,6,63,,Meher Jahan
5,86,Yes,6,4,71,,Aarav Sharma
8,83,Yes,4,2,78,,Riya Sharma
4,45,No,8,5,32,,Nathan Gomes
9,40,Yes,9,5,40,,Vivaan Mehta
7,64,Yes,8,0,55,,Harsimran Gill
7,55,No,5,2,42,,Imran Qureshi
8,91,No,8,4,88,,Navneet Dhillon
6,54,Yes,6,6,43,,Ishaan Tripathi
8,73,No,5,3,66,,Aaron Fernandes
3,56,No,9,7,33,,Ethan Paul
1,42,No,9,2,12,,Gurpreet Bedi
6,42,Yes,9,5,32,,Saanvi Patel
1,76,Yes,4,5,48,,Ananya Joshi
9,56,Yes,9,8,56,,Ayaan Khan
2,94,No,7,3,73,,Ayesha Fatima
2,88,Yes,6,6,65,,Harleen Kaur
7,91,Yes,4,9,83,,Jasleen Bajwa
2,77,Yes,5,0,53,,Isha Saxena
8,40,No,7,0,39,,Krish Choudhary
6,46,Yes,4,1,32,,Zoya Khan
7,65,Yes,6,3,55,,Arjun Singh
7,86,Yes,5,5,76,,Sarah Joseph
6,78,Yes,6,3,69,,Sana Qureshi
9,58,No,6,5,54,,Jacob Mathew
9,91,Yes,5,1,89,,Simran Kaur
7,93,Yes,9,8,87,,Faizan Ahmad
9,69,No,8,2,66,,John DSouza
3,82,No,6,6,65,,Manvir Sandhu
3,94,No,9,0,71,,Eliza Francis
1,53,No,5,7,27,,Harnoor Brar
5,52,No,6,3,38,,Rehan Siddiqui
4,59,Yes,8,4,43,,Zayan Ali
2,65,No,5,6,38,,Lakshya Verma
9,66,No,4,2,59,,Kirandeep Grewal
3,64,No,4,8,44,,Hina Parveen
8,48,Yes,9,8,39,,Hannah Daniel
6,80,Yes,4,7,67,,Grace DCosta
5,87,Yes,7,0,70,,Zayan Ali
1,51,No,6,1,24,,Navneet Dhillon
4,49,Yes,6,1,31,,Lakshya Verma
3,45,No,5,2,24,,Isha Saxena
1,89,No,7,1,61,,Simran Kaur
5,73,Yes,6,0,59,,Jacob Mathew
6,98,Yes,5,4,87,,Ayaan Khan
2,91,Yes,8,5,68,,Aarav Sharma
3,80,No,6,6,62,,Rehan Siddiqui
6,58,Yes,9,9,50,,Saanvi Patel
4,45,Yes,6,6,27,,John DSouza
9,41,Yes,8,1,36,,Hina Parveen
5,54,Yes,8,6,43,,Khushi Rathi
4,56,Yes,6,1,35,,Manvir Sandhu
2,55,No,8,1,29,,Jasleen Bajwa
6,67,No,5,5,56,,Hannah Daniel
2,60,Yes,6,5,41,,Aaron Fernandes
7,47,No,6,7,37,,Rachel Pinto
3,49,No,4,4,26,,Kirandeep Grewal
9,49,No,9,4,46,,Harnoor Brar
5,89,Yes,6,9,75,,Zoya Khan
8,49,No,4,0,40,,Ananya Joshi
6,48,Yes,8,3,36,,Eliza Francis
8,67,No,9,0,62,,Sarah Joseph
3,63,Yes,9,9,47,,Ethan Paul
3,58,No,8,4,39,,Ishaan Tripathi
5,72,No,5,7,57,,Harsimran Gill
3,43,Yes,4,0,20,,Arjun Singh
8,95,Yes,6,2,87,,Faizan Ahmad
8,42,No,4,0,31,,Sana Qureshi
2,81,Yes,8,5,57,,Harleen Kaur
4,51,Yes,8,9,37,,Vivaan Mehta
1,57,Yes,5,0,29,,Ayesha Fatima
4,62,Yes,9,9,48,,Gurpreet Bedi
4,59,No,9,2,41,,Meher Jahan
9,45,Yes,8,4,43,,Imran Qureshi
3,92,No,4,4,70,,Grace DCosta
2,73,No,9,1,54,,Nathan Gomes
9,81,Yes,6,2,77,,Krish Choudhary
9,41,Yes,6,8,40,,Riya Sharma
1,69,Yes,4,0,39,,Faizan Ahmad
6,48,Yes,5,0,38,,Harnoor Brar
8,66,No,6,1,61,,Meher Jahan
3,81,No,4,7,59,,Rachel Pinto
9,73,Yes,4,5,68,,Navneet Dhillon
2,79,No,8,3,59,,Aarav Sharma
6,63,Yes,9,6,55,,Lakshya Verma
1,88,No,8,5,63,,Saanvi Patel
7,56,No,9,8,47,,Zoya Khan
3,68,No,5,5,49,,Khushi Rathi
7,75,Yes,5,1,64,,Zayan Ali
4,89,Yes,5,2,72,,Riya Sharma
9,51,No,4,8,46,,Ayesha Fatima
5,70,Yes,4,6,55,,Jasleen Bajwa
3,88,Yes,8,5,73,,Eliza Francis
8,48,No,6,4,41,,Ananya Joshi
6,58,Yes,9,2,50,,Hina Parveen
2,85,Yes,9,3,61,,Ishaan Tripathi
3,85,No,5,0,60,,Ethan Paul
8,56,No,9,4,52,,John DSouza
7,41,No,7,6,31,,Ayaan Khan
6,79,No,5,1,66,,Aaron Fernandes
1,44,Yes,9,7,16,,Kirandeep Grewal
9,98,Yes,8,9,93,,Jacob Mathew
3,78,No,9,5,59,,Simran Kaur
5,93,No,4,9,78,,Harleen Kaur
7,87,Yes,8,2,79,,Rehan Siddiqui
7,55,Yes,8,1,50,,Krish Choudhary
3,56,Yes,8,7,38,,Nathan Gomes
4,93,No,7,3,80,,Manvir Sandhu
7,66,No,7,6,58,,Gurpreet Bedi
8,46,No,9,6,44,,Isha Saxena
2,91,No,5,9,70,,Grace DCosta
9,47,Yes,9,8,45,,Sana Qureshi
7,47,No,9,9,40,,Harsimran Gill
8,62,No,9,7,57,,Sarah Joseph
6,71,Yes,4,7,61,,Vivaan Mehta
6,82,No,8,6,72,,Imran Qureshi
9,86,Yes,6,9,83,,Hannah Daniel
4,57,No,5,4,36,,Arjun Singh
5,77,Yes,5,8,61,,Zayan Ali
9,93,Yes,8,6,90,,Gurpreet Bedi
1,51,Yes,5,2,22,,Imran Qureshi
4,54,No,8,5,35,,Eliza Francis
7,67,No,5,2,59,,Navneet Dhillon
9,94,No,9,5,89,,Rehan Siddiqui
6,77,No,4,7,66,,Isha Saxena
8,89,No,5,8,88,,Harleen Kaur
9,95,No,5,1,91,,Meher Jahan
4,70,Yes,6,5,53,,Hina Parveen
1,91,No,4,2,64,,Saanvi Patel
8,48,No,9,6,40,,Rachel Pinto
2,47,Yes,4,3,24,,Ayesha Fatima
1,85,Yes,4,4,59,,Harnoor Brar
7,58,No,5,9,49,,Sana Qureshi
9,90,Yes,7,5,85,,Riya Sharma
9,47,No,5,7,47,,Kirandeep Grewal
3,73,Yes,8,1,54,,Nathan Gomes
6,96,No,6,3,82,,Sarah Joseph
7,43,Yes,4,3,31,,Hannah Daniel
9,70,Yes,8,5,67,,Jasleen Bajwa
2,77,No,9,3,58,,Lakshya Verma
8,42,No,8,4,36,,Jacob Mathew
7,74,Yes,7,4,66,,Ananya Joshi
4,58,Yes,4,7,39,,Vivaan Mehta
2,82,Yes,5,3,61,,Harsimran Gill
8,68,Yes,4,5,64,,Arjun Singh
5,49,No,6,6,31,,Ayaan Khan
6,51,Yes,4,7,39,,Faizan Ahmad
7,85,Yes,8,8,78,,Ishaan Tripathi
1,69,No,8,9,43,,Simran Kaur
8,69,No,5,7,62,,Khushi Rathi
4,99,No,5,3,80,,Zoya Khan
9,57,No,5,3,51,,Ethan Paul
1,63,No,9,9,40,,Grace DCosta
2,71,No,6,4,48,,Aarav Sharma
6,48,Yes,9,2,38,,Manvir Sandhu
1,86,Yes,9,1,61,,Aaron Fernandes
4,63,Yes,9,1,42,,Krish Choudhary
8,65,No,4,8,57,,John DSouza
5,42,No,7,7,26,,John DSouza
9,62,Yes,4,5,58,,Ayaan Khan
6,50,Yes,5,8,40,,Sana Qureshi
1,49,No,6,4,26,,Aaron Fernandes
6,89,No,9,9,78,,Jacob Mathew
6,75,Yes,4,0,62,,Zoya Khan
6,99,Yes,8,7,90,,Lakshya Verma
8,52,Yes,9,2,50,,Hannah Daniel
6,68,Yes,4,8,57,,Kirandeep Grewal
5,77,Yes,8,0,62,,Arjun Singh
2,98,No,4,2,74,,Harsimran Gill
4,92,Yes,4,0,74,,Ayesha Fatima
5,52,Yes,9,0,40,,Zayan Ali
4,96,No,4,5,81,,Meher Jahan
2,65,Yes,5,3,45,,Manvir Sandhu
7,59,No,8,9,50,,Rehan Siddiqui
2,44,No,6,3,17,,Isha Saxena
1,59,Yes,7,4,31,,Ishaan Tripathi
5,53,Yes,9,2,40,,Simran Kaur
1,84,No,8,1,61,,Jasleen Bajwa
1,53,No,5,9,26,,Hina Parveen
1,47,No,8,7,20,,Saanvi Patel
6,87,Yes,6,6,73,,Faizan Ahmad
9,52,Yes,9,9,55,,Krish Choudhary
1,63,Yes,8,3,37,,Imran Qureshi
5,54,Yes,5,1,35,,Grace DCosta
9,90,Yes,9,8,90,,Rachel Pinto
9,40,No,5,7,36,,Nathan Gomes
1,61,Yes,9,3,38,,Eliza Francis
8,73,Yes,7,4,65,,Ananya Joshi
1,89,No,6,9,66,,Vivaan Mehta
8,90,Yes,7,5,88,,Navneet Dhillon
1,79,Yes,4,3,53,,Khushi Rathi
5,42,Yes,5,1,27,,Riya Sharma
8,94,No,7,4,90,,Harleen Kaur
6,65,No,5,0,50,,Aarav Sharma
9,53,Yes,9,6,49,,Ethan Paul
1,97,Yes,5,8,71,,Gurpreet Bedi
9,80,Yes,4,2,72,,Harnoor Brar
1,47,No,5,5,21,,Sarah Joseph
3,88,No,9,8,73,,Hina Parveen
1,94,Yes,9,3,68,,Ethan Paul
3,94,Yes,7,5,74,,Harsimran Gill
2,95,Yes,6,2,72,,Vivaan Mehta
2,55,Yes,8,8,38,,Lakshya Verma
9,81,No,7,6,78,,John DSouza
8,60,No,4,6,55,,Sana Qureshi
1,49,Yes,8,3,24,,Faizan Ahmad
4,96,No,5,5,72,,Gurpreet Bedi
1,64,No,7,7,38,,Krish Choudhary
1,95,Yes,8,5,73,,Rehan Siddiqui
4,77,Yes,7,5,60,,Riya Sharma
2,61,Yes,5,3,38,,Zoya Khan
3,88,Yes,9,7,74,,Ayesha Fatima
9,87,No,7,9,86,,Sarah Joseph
2,86,Yes,4,7,62,,Rachel Pinto
4,93,Yes,8,8,80,,Ishaan Tripathi
1,85,Yes,8,5,62,,Ananya Joshi
2,43,Yes,8,1,22,,Zayan Ali
5,43,No,7,3,28,,Jacob Mathew
1,69,Yes,5,3,41,,Kirandeep Grewal
7,41,Yes,7,7,34,,Jasleen Bajwa
4,68,No,7,4,52,,Imran Qureshi
6,82,Yes,9,3,71,,Isha Saxena
8,75,Yes,8,7,68,,Meher Jahan
6,60,Yes,5,2,47,,Aarav Sharma
2,99,No,6,1,73,,Grace DCosta
1,60,Yes,5,3,33,,Hannah Daniel
8,87,Yes,7,0,83,,Harnoor Brar
8,60,Yes,4,0,48,,Ayaan Khan
9,43,No,5,4,39,,Aaron Fernandes
6,40,Yes,8,0,29,,Saanvi Patel
1,65,Yes,4,3,36,,Nathan Gomes
9,95,Yes,6,7,94,,Simran Kaur
3,90,No,6,7,73,,Khushi Rathi
6,41,No,4,1,28,,Harleen Kaur
9,48,Yes,6,2,49,,Navneet Dhillon
3,94,Yes,4,2,73,,Manvir Sandhu
5,96,No,7,0,83,,Eliza Francis
5,84,Yes,4,2,73,,Arjun Singh
7,57,No,7,7,50,,Isha Saxena
4,87,No,8,5,74,,Hannah Daniel
4,87,No,8,4,71,,Harsimran Gill
7,96,Yes,6,9,92,,Zoya Khan
9,81,No,9,8,78,,Gurpreet Bedi
4,80,No,9,6,64,,John DSouza
4,50,Yes,4,5,37,,Sarah Joseph
6,64,Yes,7,4,49,,Jacob Mathew
6,65,Yes,8,4,53,,Saanvi Patel
7,97,No,8,9,95,,Meher Jahan
1,75,No,8,8,50,,Simran Kaur
3,81,Yes,6,9,62,,Ethan Paul
9,74,No,8,5,74,,Vivaan Mehta
6,77,Yes,9,3,70,,Sana Qureshi
6,42,Yes,5,3,29,,Aarav Sharma
5,98,Yes,6,3,81,,Hina Parveen
3,80,Yes,4,5,58,,Zayan Ali
5,74,Yes,5,0,57,,Imran Qureshi
1,89,No,6,8,61,,Khushi Rathi
3,79,No,6,1,56,,Navneet Dhillon
4,61,Yes,7,1,44,,Arjun Singh
5,47,No,5,4,30,,Ishaan Tripathi
9,54,No,5,3,53,,Harnoor Brar
4,84,Yes,9,2,67,,Jasleen Bajwa
3,46,No,5,4,21,,Ayesha Fatima
1,58,No,8,6,35,,Kirandeep Grewal
6,79,Yes,9,9,77,,Aaron Fernandes
7,81,No,8,1,72,,Krish Choudhary
8,56,No,9,5,52,,Nathan Gomes
1,40,No,4,3,15,,Riya Sharma
4,84,No,9,1,67,,Eliza Francis
5,68,No,4,0,55,,Harleen Kaur
2,97,Yes,9,7,73,,Ananya Joshi
1,52,Yes,4,4,25,,Faizan Ahmad
8,95,Yes,8,9,90,,Grace DCosta
6,87,Yes,9,1,74,,Ayaan Khan
5,68,Yes,7,7,53,,Rachel Pinto
9,80,No,9,2,79,,Manvir Sandhu
2,81,No,4,6,59,,Lakshya Verma
8,45,Yes,6,1,40,,Rehan Siddiqui
9,44,Yes,8,6,39,,Harnoor Brar
1,73,Yes,7,3,49,,Saanvi Patel
7,50,No,6,9,41,,Khushi Rathi
8,48,No,6,0,39,,Grace DCosta
3,77,No,8,4,57,,Ishaan Tripathi
4,79,No,9,3,66,,Harleen Kaur
3,80,No,5,7,59,,Arjun Singh
7,48,No,7,0,40,,Navneet Dhillon
9,47,Yes,9,1,47,,Jacob Mathew
3,83,No,8,4,65,,Ayesha Fatima
6,97,Yes,5,9,86,,Rehan Siddiqui
8,79,Yes,8,9,75,,Faizan Ahmad
6,42,No,8,1,30,,Lakshya Verma
2,52,No,6,0,26,,Hannah Daniel
7,58,No,9,5,49,,Sarah Joseph
2,73,No,8,9,52,,Kirandeep Grewal
2,71,No,9,3,47,,Zayan Ali
2,88,No,5,4,64,,Aaron Fernandes
1,55,No,6,2,28,,John DSouza
1,75,No,5,9,48,,Krish Choudhary
7,57,Yes,5,5,47,,Zoya Khan
5,53,Yes,6,3,37,,Nathan Gomes
3,69,No,9,5,54,,Ayaan Khan
1,41,Yes,5,4,18,,Rachel Pinto
6,52,No,4,1,37,,Eliza Francis
1,66,Yes,9,3,41,,Isha Saxena
9,98,Yes,8,1,96,,Jasleen Bajwa
2,92,No,6,4,69,,Riya Sharma
1,91,No,6,2,64,,Harsimran Gill
7,56,No,9,5,48,,Sana Qureshi
6,70,Yes,4,4,59,,Vivaan Mehta
6,54,Yes,4,1,39,,Simran Kaur
5,96,No,4,9,80,,Ananya Joshi
4,59,Yes,4,7,38,,Meher Jahan
4,44,No,7,5,26,,Hina Parveen
3,46,Yes,6,8,27,,Ethan Paul
8,57,No,5,2,50,,Manvir Sandhu
7,95,Yes,6,3,89,,Aarav Sharma
9,50,No,6,7,45,,Gurpreet Bedi
1,71,No,6,6,42,,Imran Qureshi
7,89,No,4,7,80,,Rachel Pinto
4,66,Yes,4,8,48,,Riya Sharma
7,65,No,7,7,59,,Harsimran Gill
1,76,Yes,9,7,53,,Harnoor Brar
5,84,No,6,5,72,,Gurpreet Bedi
3,67,No,8,1,46,,Sana Qureshi
5,89,No,9,6,75,,Nathan Gomes
4,41,Yes,7,3,25,,Isha Saxena
2,59,Yes,4,2,36,,Hina Parveen
4,43,Yes,6,3,24,,Vivaan Mehta
3,52,No,4,3,31,,Krish Choudhary
1,63,Yes,9,2,39,,Khushi Rathi
8,87,No,5,8,81,,Saanvi Patel
5,77,No,4,2,63,,Kirandeep Grewal
4,97,No,4,1,81,,Zayan Ali
5,79,No,7,0,63,,Lakshya Verma
4,87,No,5,0,69,,Arjun Singh
3,84,Yes,9,4,66,,Rehan Siddiqui
5,94,Yes,8,4,80,,Aaron Fernandes
4,68,No,8,8,52,,Faizan Ahmad
1,97,No,8,3,68,,Aarav Sharma
3,75,Yes,6,4,57,,Meher Jahan
8,41,No,8,5,37,,Ananya Joshi
7,80,No,6,9,68,,Imran Qureshi
2,57,No,9,6,35,,John DSouza
1,88,No,9,8,65,,Zoya Khan
3,47,Yes,4,5,28,,Navneet Dhillon
5,97,No,8,0,82,,Ayaan Khan
1,54,Yes,7,7,29,,Ayesha Fatima
3,80,Yes,9,1,62,,Eliza Francis
3,56,Yes,5,8,35,,Grace DCosta
5,62,Yes,5,6,51,,Ishaan Tripathi
3,41,No,9,6,22,,Jasleen Bajwa
9,45,No,4,9,42,,Hannah Daniel
